가게이름,카테고리,주소,전화번호,영업시간,메뉴,최소가격,최대가격,차액,평점,사진,주소,나이대,분위기,목적
이자와,일식,광주시 동구 충장로2가 14,070-7789-5515,매일 오전 11시 - 오후 10시,"['규카츠 정식', '규카츠더블 정식', '오야꼬동(닭다리살덮밥)', '마제소바', '바질라멘', '규카츠카레', '스테키동', '특로스카츠', '로스카츠', '통모짜렐라치즈카츠', '히레카츠', '돈토로동(항정살덮밥)', '규동(우삼겹덮밥)']","['17,000원', '29,000원', '12,000원', '11,000원', '11,000원', '18,000원', '16,000원', '13,000원', '12,000원', '13,000원', '12,000원', '13,000원', '12,000원']",11000,29000,18000,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20200325170410_photo1_1089fc743c86.jpg,https://www.diningcode.com/profile.php?rid=5doVMUVk4X3P,"['20대', '30대']","['점심식사', '저녁식사', '혼밥', '데이트', '가족외식', '식사모임']","['가성비좋은', '조용한', '깔끔한', '예쁜']"
쿠로시로,일식,광주시 동구 금남로2가 17-1 쿠로시로,062-716-1710,매일 오전 11시 30분 - 오후 8시 30분,"['토리 파이탄', '카라 파이탄', '쇼유 라멘', '시오 라멘']","['10,000원', '10,000원', '10,000원', '10,000원']",10000,10000,0,4.4점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230528044826971_photo_8122546e6f57.jpg,https://www.diningcode.com/profile.php?rid=I3OwW9DuGrZx,"['20대', '30대']","['점심식사', '저녁식사', '혼밥']",[]
온리고 광주점,일식,광주시 동구 황금동 13-9,,"화,수,목,금,토/일 오전 11시 - 오후 9시","['소고기덮밥(간장)', '소고기덮밥(양념)', '케이준감자튀김', '치즈스틱', '어니언링', '돼지고기덮밥(간장)', '돼지고기덮밥(양념)', '닭고기덮밥(간장)', '닭고기덮밥(양념)', '돼지고기카레', '등심돈까스', '야채튀김', '모둠고로케']","['13,900원', '14,900원', '4,000원', '3,500원', '3,500원', '12,900원', '13,900원', '11,900원', '12,900원', '12,900원', '5,000원', '5,000원', '4,500원']",3500,14900,11400,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20220607050709_photo1_430618be5760.jpg,https://www.diningcode.com/profile.php?rid=VczG8qJVOaVE,[],[],[]
쌍학,일식,광주시 동구 수기동 59,062-225-5200,"월-금,토 오전 11시 30분 - 오후 10시","['쌍학정식', '회정식', '굴비정식', '특선정식', '영란정식', '민어탕', '런치정식', '대구탕', '생선초밥', '회덮밥']","['45,000원', '60,000원', '16,000원', '35,000원', '20,000원', '22,000원', '25,000원', '22,000원', '23,000원', '20,000원']",16000,60000,44000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=ElMhvi7QSg3p,"['40대', '60대%20이상']","['점심식사', '데이트', '회식', '가족외식', '접대']",['가성비좋은']
마시타,일식,광주시 동구 대의동 6-3,070-4027-2166,월-금 오전 11시 30분 - 오후 8시 (대체공휴일(부처님 오신 날)),"['차슈덮밥', '돈코츠라멘', '규동', '마시타라멘', '가츠동']","['8,500원', '7,500원', '7,500원', '7,500원', '8,000원']",7500,8500,1000,4.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20220716062817115_photo_91f7c2cc9732.jpg,https://www.diningcode.com/profile.php?rid=BXI3znRZHrcJ,['30대'],['점심식사'],[]
구사역,일식,광주시 동구 광산동 88-7,062-223-9493,"오늘의 안주 20,000원","['오늘의 안주', '매콤 국물 떡볶이', '기차 계란말이', '마른안주', '훈제치킨 로제파스타', '진미채 골뱅이 소면', '매콤 치즈 갈비찜', '김치전', '구사화채', '오꼬노미야끼', '구사 모듬 과일', '구사 황도', '돼지고기 두부김치', '낙지볶음', '제육볶음', '닭볶음탕', '차돌박이 숙주볶음', '닭똥집 볶음+계란찜세트', '무뼈 닭발볶음+계란찜', '국물 닭발+주먹밥 세트', '오돌뼈 볶음+주먹밥 세트', '쭈꾸미 삼겹살', '구사 떡갈비', '고로케 새우튀김', '모듬 소시지+감자튀김', '또띠아+순살치킨', '모듬튀김', '칠리새우+감자튀김', '케이준 치킨 샐러드', '간사이 오뎅탕', '매운짬뽕', '해물알탕', '묵은지 뼈다귀탕', '구사 김치찌개', '구사 부대찌개', '나가사끼 짬뽕', '곱창전골', '모시조개 브로콜리탕', '불고기 전골', '한방 닭백숙(죽or칼국수)', '해물라면', '계란찜', '주먹밥', '볶음밥', '공기밥', '중국당면', '라면사리', '우동사리', 'SET1,구사 김치찌개&amp;윙봉+감자튀김', 'SET2.매콤국물떡볶이&amp;모든튀김']","['20,000원', '18,000원', '14,000원', '16,000원', '21,000원', '20,000원', '21,000원', '15,000원', '18,000원', '15,000원', '19,000원', '13,000원', '18,000원', '20,000원', '19,000원', '20,000원', '20,000원', '20,000원', '21,000원', '19,000원', '19,000원', '20,000원', '19,000원', '20,000원', '18,000원', '20,000원', '18,000원', '19,000원', '17,000원', '19,000원', '20,000원', '20,000원', '21,000원', '19,000원', '20,000원', '20,000원', '20,000원', '20,000원', '20,000원', '20,000원', '5,000원', '5,000원', '3,000원', '8,000원', '1,000원', '2,500원', '1,000원', '2,000원', '31,000원', '30,000원']",1000,31000,30000,3.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20200108104611197_photo_f8089d108807.jpg,https://www.diningcode.com/profile.php?rid=vYzUJrPzi1aY,[],[],[]
와야객점,일식,광주시 동구 금동 27-3 2층,062-222-3517,"월-목,일 오후 5시 30분 - 오전 5시","['구름스끼야끼', '차사오보쌈', '멘보샤', '어향동고']","['20,000원', '16,000원', '16,000원', '16,000원']",16000,20000,4000,3.0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20191228125112_photo1_fd9fce766b40.jpg,https://www.diningcode.com/profile.php?rid=gjRDXRO08Bm4,[],[],"['분위기좋은', '깔끔한', '예쁜']"
사조회참치,일식,광주시 동구 금남로2가 28,062-222-4289,"월-금,토 오전 11시 - 오후 10시","['미 코스', '선 코스', '진 코스', '실장스페셜', '굴비정식', '대구,삼식이,농어,우럭 (탕/지리)']","['35,000원', '50,000원', '70,000원', '90,000원', '23,000원', '20,000원']",20000,90000,70000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=kVqAEBaheLJv,['50대'],"['데이트', '가족외식', '접대']","['고급스러운', '조용한', '깔끔한']"
마카나이,일식,광주시 동구 충장로3가 13-4,,매일 오전 11시 - 오후 10시,"['매운돈코츠라멘', '차슈덮밥', '돈코츠라멘', '야끼차슈 라멘', '규동', '스페셜라멘', '연어덮밥', '연어덮밥 곱빼기', '유케동', '삼겹살덮밥', '돈까스카레', '에비후라이카레', '바질라멘', '야끼구로마유 라멘', '불고기 카레', '일본식 비프 카레']","['7,500원', '7,500원', '7,500원', '9,000원', '7,500원', '12,000원', '9,500원', '11,000원', '8,500원', '8,000원', '8,500원', '8,500원', '8,000원', '9,500원', '8,500원', '8,000원']",7500,12000,4500,0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20220405064027_photo1_f30e05a5b8d0.jpg,https://www.diningcode.com/profile.php?rid=6DUrAvdve4rI,['30대'],['혼밥'],['푸짐한']
스시오,일식,광주시 동구 충장로4가 29-2,,매일 오전 11시 - 오후 9시,"['평일', '주말/공휴일', '초등학생', '미취학아동', '영아 4세미만']","['19,900원', '22,900원', '14,900원', '6,900원', '0원']",0,22900,22900,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=VyTengTbKXxC,['30대'],['데이트'],[]
잘먹었습니다,일식,광주시 동구 대인동 129-1,062-410-9015,월-금 오전 11시 - 오후 8시,"['정통돈까스', '치즈돈까스', '고구마돈까스', '샐러드돈까스', '새우튀김우동', '크림생맥주', '청양마요돈까스', '새우튀김', '치즈고로케', '생선까스', '소떡소떡', '쫄면']","['10,000원', '12,000원', '12,000원', '12,000원', '7,000원', '3,500원', '12,000원', '2,000원', '4,000원', '4,000원', '3,500원', '6,000원']",2000,12000,10000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=tSqczbZbsodo,[],[],[]
한성일식,일식,광주시 동구 금남로4가 85-1,062-224-2842,"월-금,토 오전 10시 - 오후 9시 30분","['한성정식', '한성회정식', '한성특정식', '런치정식', '회덮밥', '대구탕', '민어탕', '생선초밥', '굴비백반']","['45,000원', '55,000원', '70,000원', '28,000원', '22,000원', '23,000원', '23,000원', '25,000원', '20,000원']",20000,70000,50000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=QSoN6VYoHZUp,['40대'],['회식'],"['푸짐한', '깔끔한', '예쁜']"
소담,일식,광주시 동구 충장로4가 30-6,062-223-7333,"월-금,토 오후 5시 - 자정 12시 30분","['통골뱅이탕(대)', '통골뱅이탕(소)', '명란버터구이', '치킨가라아게', '모듬감자튀김', '새우튀김', '수제비사리', '만두사리', '우동사리', '소면사리', '팽이버섯', '통골뱅이무침', 'Set1.통골뱅이탕(소)+짝태or먹태', 'Set2.통골뱅이탕(대)+짝태or먹태', 'Set3.통골뱅이탕(소)+통골뱅이무침', 'Set4.통골뱅이탕(대)+통골뱅이무침', '짝태', '먹태', '해물짬뽕탕']","['35,000원', '25,000원', '14,000원', '12,000원', '10,000원', '10,000원', '4,000원', '4,000원', '4,000원', '4,000원', '2,000원', '30,000원', '40,000원', '50,000원', '52,000원', '62,000원', '18,000원', '18,000원', '22,000원']",2000,62000,60000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=4MLjce7GIQaV,[],['점심식사'],"['푸짐한', '깔끔한', '예쁜']"
콩불,일식,광주시 동구 불로동 1-22,062-226-7771,매일 오전 11시 - 오후 10시,"['콩불', '치즈콩불', '오삼콩불', '화덕곱창콩불', '달달소불고기', '냉모밀']","['8,500원', '9,500원', '10,000원', '9,900원', '11,000원', '5,000원']",5000,11000,6000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=pJKWY2rduuJP,[],['점심식사'],[]
런 오프 타마고,일식,광주시 동구 장동 51-31,,"화,수,목,금,토/일 오전 11시 30분 - 오후 8시 30분","['로스 카츠동', '히레 카츠동', '기린 병맥주', '기린 생맥주', '치킨난반 카츠동', '모둠 카츠동', '새우카츠 2pcs', '코카 콜라', '제로콜라', '메론소다', '피치소다', '블루소다']","['11,000원', '12,000원', '5,000원', '7,000원', '12,000원', '14,000원', '2,000원', '2,000원', '2,000원', '3,000원', '3,000원', '3,000원']",2000,14000,12000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=k83HXkLYSynK,[],['혼밥'],['깔끔한']
이씨네오이시카레,일식,광주시 동구 충장로1가 13,062-227-9969,매일 오전 11시 - 오후 9시,['카레'],[''],0,14000,12000,0점,https://d12zq4w4guyljn.cloudfront.net/750_750_20220411095123_photo1_f30e05a5b8d0.jpg,https://www.diningcode.com/profile.php?rid=PK9djWoJvXQe,[],['혼밥'],['깔끔한']
멘무샤 충장NC웨이브점,일식,광주시 동구 충장로4가 29-2 NC웨이브 9층,062-718-9597,매일 오전 11시 - 오후 10시,"['돈코츠라멘', '미소라멘', '탄탄멘', '소유라멘', '나가사끼짬뽕', '돈까스카레', '치즈돈까스카레', '가츠동', '부타옹']","['8,000원', '8,000원', '8,500원', '8,000원', '9,000원', '8,500원', '10,500원', '8,500원', '8,500원']",8000,10500,2500,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=ZY9Kc5VNq4jx,[],[],[]
고봉민김밥인,일식,광주시 동구 대의동 80-2,062-222-7897,매일 오전 8시 - 오후 9시,"['여수갓참치김밥', '제주흑돼지김밥', '치즈김밥', '떡갈비김밥', '새우김밥', '소불고기김밥', '매콤어묵김밥', '우동', '잔치국수', '쫄면', '비빔국수', '손수제비', '강릉짬뽕순두부', '만둣국', '떡볶이', '신라면', '고봉민돈까스', '치즈돈까스', '고구마치즈돈까스', '오므라이스', '순두부찌개', '고봉민돼지국밥', '돌판비빔밥', '고봉민김밥', '육개장한상', '소불고기덮밥', '물냉면(하절기)', '비빔냉면(하절기)', '냉모밀(하절기)', '떡국(동절기)', '납작탕수육', '박고지김밥', '돈까스김밥', '체다치돈김밥', '맵돈김밥', '매운김밥', '참치김밥']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0,10500,2500,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=EWp2HnweRGr8,[],[],[]
플로어,일식,광주시 동구 광산동 100-26,,매일 오후 5시 - 오전 3시,"['오뎅', '모듬사시미+모듬덴뿌라', '토마토삼겹말이(3p)', '새송이삼겹말이(3p)', '팽이버섯삼겹말이(3p)', '표고꼬치(3p)', '모듬덴뿌라(14p)', '꽈리고추덴뿌라(6p)', '표고덴뿌라(4p)', '연근덴뿌라(6p)', '모짜렐라덴뿌라(3p)', '모듬사시미', '연어사시미+모듬덴뿌라', '쫄깃 광어사시미', '쫀득 숙성 연어사시미', '고베덕', '스모크터키구이', '메로구이', '삼치구이', '소고기숙주볶음', '오꼬노미야끼', '치킨가라아게', '닭껍질말이교자', '광어사시미+모듬덴뿌라', '수박샤베트', '파인애플샤베트', '타코와사비', '명란버터구이', '고구마치즈고로케', '야채고로케', '감자고로케', '카레고로케', '가라아게동', '가츠동', '모듬꼬치구이(8p)', '규동', '간장계란밥', '파닭꼬치(3p)', '매운파닭꼬(3p)', '매운 근위꼬치(3p)', '쪽파삼겹말이(3p)', '양배추삼겹말이(3p)']","['1,500원', '36,000원', '5,000원', '6,000원', '6,000원', '6,000원', '15,000원', '4,000원', '5,000원', '4,000원', '5,000원', '25,000원', '35,000원', '24,000원', '24,000원', '24,000원', '23,000원', '23,000원', '17,000원', '15,000원', '12,000원', '15,000원', '10,000원', '35,000원', '9,000원', '7,000원', '8,000원', '9,000원', '8,000원', '8,000원', '8,000원', '8,000원', '7,000원', '8,000원', '15,000원', '11,000원', '3,000원', '6,000원', '6,000원', '5,000원', '6,000원', '6,000원']",1500,36000,34500,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=2oGyfEMmvSy4,[],['회식'],"['분위기좋은', '고급스러운']"
김밥 신 영풍국수,일식,광주시 동구 금남로5가 131,062-222-5454,매일 오전 7시 30분 - 오후 8시 30분,"['치즈돈가스', '라면']","['8,000원', '4,000원']",4000,8000,4000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=OUYBQ2JbDd7v,[],[],[]
호노우,일식,광주시 동구 금남로4가 81-2,062-223-0007,"월-금,토 오전 11시 - 오후 10시","['특선스시', '나가사끼 짬뽕', '연어아보카도샐러드', '오마카세']","['20,000원', '25,000원', '10,000원', '']",10000,25000,15000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=QABGXqjycNrE,[],[],[]
연어랑 돈가스 오케이초밥,일식,광주시 동구 황금동 2-4,062-400-6146,매일 오전 6시 - 자정 12시,"['Bset 12pcs', '연어초밥 10pcs', '소고기초밥 10pcs', '수제돈가스', '가쓰오우동', '새우초밥10pcs', '유부초밥10pcs', 'Aset 12pcs', '생연어회', '왕새우튀김', '매콤고추우동', '야채튀김우동', '새우튀김우동', '돈가스김치전골', '생연어덮밥', '소고기덮밥', '돈가스덮밥', '새우튀김덮밥']","['13,000원', '14,500원', '18,000원', '7,500원', '5,000원', '10,000원', '5,000원', '11,500원', '14,500원', '2,000원', '5,500원', '6,000원', '7,000원', '8,500원', '10,000원', '9,000원', '8,500원', '8,500원']",2000,18000,16000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=Q60FUiL7TqPG,[],[],[]
동해바다,일식,광주시 동구 충장로5가 66,062-224-4844,"장어정식 18,000원","['장어정식', '민어탕', '생선초밥', '상추백반', '회정식']","['18,000원', '15,000원', '15,000원', '20,000원', '30,000원']",15000,30000,15000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=AzpFGHfBUqFp,['60대%20이상'],[],[]
마마스테이크,일식,광주시 동구 호남동 78-1,062-232-1575,매일 오전 11시 30분 - 오후 10시,"['마마 함박스테이크', '갈릭 아이올리 함박스테이크', '칠리치즈 함박스테이크', '파채데리야끼 함박스테이크', '찹 스테이크', '치즈 돈까스', '치즈토마토 파스타', '새우크림 파스타', '스테이크 샐러드', '치킨 샐러드', '크림생맥 (300ml)', '과일에이드 6종']","['7,800원', '7,800원', '7,800원', '7,800원', '12,000원', '8,500원', '8,800원', '8,800원', '11,000원', '11,000원', '2,000원', '2,800원']",2000,12000,10000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=GwxojV4qNAIp,[],[],[]
용우동 광주충장로점,일식,광주시 동구 충장로3가 16,062-232-7979,매일 오전 11시 - 오후 10시,"['용우동', '새우튀김우동', '해물짬뽕우동+밥', '제육볶음우동+밥', '새우볶음밥', '치즈김치볶음밥', '순두부찌개', '김치짜글이', '불고기짜글이', '데리야끼치킨덮밥', '제육덮밥', '매운치즈삼겹살덮밥', '튀김범벅국물떡볶이', '치킨가라아게', '등심돈까스', '통명태생선까스', '치즈돈까스', '돈부리', '왕돈까스', '고구마치즈돈까스', '왕교자김치우동', '스페셜어묵우동', '닭갈비볶음우동+밥', '데리야끼볶음우동+밥', '신선야채쫄면', '물냉면', '비빔냉면', '냉모밀']","['5,000원', '6,500원', '7,000원', '7,500원', '6,000원', '7,000원', '6,500원', '7,500원', '8,000원', '7,500원', '7,500원', '5,000원', '6,500원', '4,000원', '7,500원', '7,000원', '8,000원', '7,500원', '10,000원', '8,000원', '7,000원', '6,500원', '8,000원', '8,000원', '7,000원', '6,500원', '6,500원', '7,000원']",4000,10000,6000,게시되지 않음,게시되지 않음,https://www.diningcode.com/profile.php?rid=aU6sthXcC3ns,[],[],[]
